HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  21       |  0.9974   |  0.9775   |  2.511    |  0.6983   |  3.009    |  2.848    |  8.504    |  156.8    |
|  22       |  0.9972   |  0.7016   |  1.309    |  0.5672   |  9.083    |  2.396    |  18.77    |  126.3    |
|  23       |  0.9975   |  0.9914   |  2.452    |  0.8033   |  7.616    |  2.376    |  74.18    |  95.42    |
|  24       |  0.9973   |  0.7794   |  4.801    |  0.7215   |  0.9029   |  8.353    |  35.47    |  49.38    |
|  25       |  0.9976   |  0.4245   |  4.545    |  0.8065   |  0.1659   |  5.121    |  26.52    |  165.9    |
|  26       |  0.9972   |  0.5046   |  5.146    |  0.632    |  9.367    |  1.375    |  37.4     |  30.82    |
|  27       |  0.9973   |  0.9548   |  6.264    |  0.5548   |  6.6      |  8.172    |  57.74    |  136.5    |
|  28       |  0.9974   |  0.5451   |  1.559    |  0.9383   |  9.004    |  6.331    |  37.21    |  90.7     |
|  29       |  0.9975   |  0.8356   |  6.383    |  0.9323   |  7.799    |  6.42     |  12.99    |  43.05    |
|  30       |  0.9958   |  0.9391   |  4.639    |  0.4055   |  1.015    |  6.635    |  5.481    |  42.85    |
|  31       |  0.9976   |  0.7292   |  5.151    |  0.7912   |  2.243    |  7.122    |  27.54    |  84.65    |
|  32       |  0.9975   |  0.8479   |  4.898    |  0.9095   |  6.576    |  5.683    |  13.9     |  95.4     |
|  33       |  0.9975   |  0.5591   |  2.464    |  0.9838   |  3.931    |  8.92     |  64.96    |  203.9    |
|  34       |  0.9971   |  0.7016   |  4.461    |  0.6955   |  1.952    |  7.225    |  31.67    |  8.176    |
|  35       |  0.9972   |  0.7873   |  2.063    |  0.9643   |  9.539    |  9.149    |  40.17    |  5.926    |
|  36       |  0.9975   |  0.957    |  3.569    |  0.98     |  9.636    |  8.53     |  32.97    |  99.81    |
|  37       |  0.9972   |  0.9107   |  2.902    |  0.5017   |  5.568    |  9.362    |  71.12    |  146.8    |
|  38       |  0.9975   |  0.4583   |  4.69     |  0.994    |  1.401    |  5.183    |  88.35    |  190.2    |
|  39       |  0.9972   |  0.8182   |  5.215    |  0.6157   |  2.936    |  8.094    |  81.96    |  222.2    |
|  40       |  0.9973   |  0.9479   |  4.068    |  0.7009   |  7.983    |  6.5      |  71.69    |  204.1    |
|  41       |  0.9974   |  0.934    |  3.028    |  0.6253   |  0.9398   |  5.783    |  8.415    |  120.3    |
|  42       |  0.9976   |  0.7256   |  2.719    |  0.7545   |  0.305    |  0.3735   |  83.15    |  93.49    |
|  43       |  0.9975   |  0.4762   |  4.133    |  0.862    |  2.158    |  6.229    |  13.11    |  15.13    |
|  44       |  0.9975   |  0.7188   |  4.244    |  0.7825   |  7.261    |  9.759    |  54.05    |  84.03    |
|  45       |  0.9974   |  0.8771   |  2.625    |  0.6634   |  0.7846   |  0.2535   |  96.45    |  214.3    |
|  46       |  0.9973   |  0.8176   |  3.454    |  0.504    |  1.564    |  2.502    |  57.18    |  183.5    |
|  47       |  0.9975   |  0.7961   |  2.68     |  0.9729   |  7.379    |  5.544    |  63.11    |  108.6    |
|  48       |  0.9975   |  0.5486   |  3.136    |  0.8547   |  0.1439   |  1.161    |  9.37     |  12.35    |
|  49       |  0.9974   |  0.9133   |  5.222    |  0.6845   |  0.9783   |  4.916    |  49.98    |  45.99    |
|  50       |  0.9975   |  0.6603   |  3.391    |  0.7695   |  6.351    |  0.453    |  40.59    |  161.0    |
|  51       |  0.9971   |  0.4562   |  3.368    |  0.6869   |  6.721    |  6.54     |  91.1     |  215.0    |
|  52       |  0.9974   |  0.4386   |  1.654    |  0.9378   |  8.499    |  7.519    |  31.5     |  128.4    |
|  53       |  0.9975   |  0.6554   |  3.045    |  0.9429   |  4.725    |  9.426    |  33.24    |  174.8    |
|  54       |  0.9975   |  0.9991   |  1.307    |  0.8695   |  7.423    |  7.924    |  38.18    |  120.0    |
|  55       |  0.9974   |  0.7336   |  6.422    |  0.7971   |  2.305    |  9.661    |  42.63    |  9.026    |
|  56       |  0.9975   |  0.8855   |  2.156    |  0.9105   |  6.51     |  6.631    |  9.864    |  108.4    |
|  57       |  0.9975   |  0.8258   |  4.789    |  0.8811   |  6.739    |  8.448    |  25.48    |  245.8    |
|  58       |  0.9974   |  0.4715   |  6.702    |  0.981    |  9.533    |  9.249    |  27.46    |  109.0    |
|  59       |  0.9976   |  0.9858   |  5.199    |  0.9417   |  4.447    |  4.08     |  27.84    |  47.48    |
|  60       |  0.9972   |  0.657    |  2.964    |  0.7105   |  9.814    |  0.1684   |  89.61    |  133.9    |
|  61       |  0.9972   |  0.4039   |  3.898    |  0.5745   |  5.863    |  5.109    |  20.17    |  247.5    |
|  62       |  0.9976   |  0.8666   |  5.286    |  0.7591   |  0.26     |  4.421    |  59.09    |  173.6    |
|  63       |  0.9957   |  0.6024   |  6.795    |  0.4568   |  4.716    |  9.729    |  60.35    |  200.8    |
|  64       |  0.9975   |  0.7695   |  2.554    |  0.9049   |  5.583    |  8.138    |  50.04    |  32.92    |
|  65       |  0.9973   |  0.758    |  5.213    |  0.5869   |  0.7761   |  2.139    |  12.82    |  15.15    |
|  66       |  0.9976   |  0.8584   |  2.929    |  0.8459   |  3.889    |  1.406    |  29.92    |  47.54    |
|  67       |  0.9975   |  0.4777   |  4.732    |  0.9611   |  3.966    |  0.8324   |  28.58    |  42.75    |
|  68       |  0.9973   |  0.7785   |  3.258    |  0.6247   |  2.351    |  5.228    |  29.48    |  44.43    |
|  69       |  0.9974   |  0.4937   |  3.843    |  0.8744   |  9.004    |  0.9557   |  28.82    |  44.41    |
|  70       |  0.9973   |  0.5249   |  6.455    |  0.6359   |  5.976    |  1.449    |  33.77    |  46.58    |
|  71       |  0.9974   |  0.7289   |  6.526    |  0.5543   |  0.9687   |  0.1584   |  28.79    |  47.71    |
|  72       |  0.9975   |  0.8522   |  1.326    |  0.9959   |  4.384    |  3.381    |  79.57    |  94.18    |
|  73       |  0.9972   |  0.5364   |  2.271    |  0.6477   |  4.521    |  1.759    |  85.92    |  95.82    |
|  74       |  0.9976   |  0.5739   |  2.783    |  0.7874   |  0.9348   |  0.5345   |  77.59    |  92.41    |
|  75       |  0.9975   |  0.4554   |  6.64     |  0.889    |  0.6374   |  2.726    |  78.38    |  96.51    |
|  76       |  0.9972   |  0.5563   |  5.396    |  0.531    |  3.677    |  5.0      |  73.66    |  91.55    |
|  77       |  0.9957   |  0.561    |  5.04     |  0.422    |  5.975    |  4.13     |  26.82    |  103.8    |
|  78       |  0.9973   |  0.5987   |  6.515    |  0.6328   |  1.088    |  0.4099   |  81.54    |  90.57    |
|  79       |  0.9975   |  0.4507   |  1.713    |  0.9515   |  1.008    |  2.751    |  79.67    |  97.46    |
|  80       |  0.9976   |  0.6657   |  3.909    |  0.8821   |  3.432    |  0.4586   |  24.11    |  115.1    |
|  81       |  0.9973   |  0.9665   |  4.797    |  0.7327   |  5.121    |  1.546    |  29.79    |  115.1    |
|  82       |  0.9957   |  0.8591   |  1.806    |  0.4199   |  3.178    |  0.03545  |  73.47    |  98.69    |
|  83       |  0.9973   |  0.9112   |  6.456    |  0.6801   |  0.3931   |  2.479    |  84.23    |  95.09    |
|  84       |  0.9975   |  0.4121   |  4.065    |  0.768    |  1.806    |  3.835    |  80.22    |  92.67    |
|  85       |  0.9972   |  0.8264   |  1.365    |  0.6922   |  7.885    |  2.673    |  76.6     |  90.3     |
|  86       |  0.9976   |  0.5196   |  5.808    |  0.9037   |  0.91     |  3.979    |  27.06    |  114.9    |
|  87       |  0.9975   |  0.7964   |  2.169    |  0.9561   |  6.034    |  1.702    |  24.77    |  47.56    |
|  88       |  0.9973   |  0.6772   |  5.359    |  0.6534   |  5.815    |  5.65     |  22.76    |  113.9    |
|  89       |  0.9974   |  0.7596   |  2.739    |  0.5412   |  0.3422   |  1.345    |  27.56    |  111.7    |
|  90       |  0.9956   |  0.7536   |  6.344    |  0.455    |  0.5004   |  0.0541   |  24.38    |  112.6    |
|  91       |  0.9975   |  0.7037   |  3.235    |  0.9302   |  4.079    |  1.565    |  80.63    |  93.57    |
|  92       |  0.9973   |  0.617    |  5.678    |  0.5179   |  5.439    |  0.1182   |  28.96    |  46.99    |
|  93       |  0.9957   |  0.9966   |  3.646    |  0.4668   |  4.991    |  1.331    |  25.82    |  111.7    |
|  94       |  0.9976   |  0.633    |  1.04     |  0.7779   |  1.368    |  3.636    |  79.87    |  93.66    |
|  95       |  0.9973   |  0.7493   |  1.613    |  0.7286   |  0.863    |  2.844    |  82.58    |  94.06    |
|  96       |  0.9973   |  0.6888   |  4.113    |  0.7191   |  1.573    |  1.166    |  77.97    |  94.43    |
|  97       |  0.9973   |  0.7765   |  3.126    |  0.5812   |  3.281    |  1.415    |  30.09    |  43.32    |
|  98       |  0.9973   |  0.9723   |  2.09     |  0.717    |  0.6643   |  3.645    |  76.89    |  91.95    |
|  99       |  0.9956   |  0.412    |  3.311    |  0.4001   |  5.165    |  3.159    |  28.08    |  47.0     |
|  100      |  0.9976   |  0.5888   |  4.472    |  0.9685   |  2.351    |  0.8583   |  32.55    |  42.45    |
|  101      |  0.9975   |  0.6289   |  2.724    |  0.889    |  3.456    |  3.79     |  80.86    |  94.76    |
|  102      |  0.9976   |  0.8283   |  3.053    |  0.7629   |  1.307    |  1.015    |  81.3     |  95.07    |
|  103      |  0.9976   |  0.9521   |  2.272    |  0.9224   |  1.88     |  4.414    |  80.79    |  95.07    |
|  104      |  0.9974   |  0.9621   |  3.8      |  0.648    |  0.5405   |  3.068    |  78.42    |  95.91    |
|  105      |  0.9975   |  0.4113   |  3.993    |  0.779    |  3.014    |  2.293    |  83.66    |  93.06    |
|  106      |  0.9973   |  0.9127   |  1.935    |  0.5341   |  2.934    |  0.5141   |  79.6     |  91.81    |
|  107      |  0.9976   |  0.6734   |  3.551    |  0.8226   |  1.51     |  3.395    |  82.53    |  92.95    |
|  108      |  0.9973   |  0.8971   |  1.33     |  0.6049   |  1.46     |  5.52     |  78.63    |  95.11    |
|  109      |  0.9973   |  0.9875   |  4.082    |  0.6026   |  2.868    |  3.033    |  82.7     |  95.28    |
|  110      |  0.9957   |  0.6789   |  4.031    |  0.4385   |  4.802    |  0.1127   |  31.02    |  40.81    |
|  111      |  0.9976   |  0.876    |  5.162    |  0.7529   |  2.502    |  0.3529   |  81.75    |  94.93    |
|  112      |  0.9972   |  0.6826   |  3.729    |  0.6912   |  4.41     |  3.629    |  79.13    |  93.94    |
|  113      |  0.9976   |  0.7801   |  3.017    |  0.772    |  3.44     |  0.2524   |  80.41    |  95.14    |
|  114      |  0.9973   |  0.9194   |  5.817    |  0.6351   |  3.251    |  5.508    |  25.87    |  47.58    |
|  115      |  0.9976   |  0.9404   |  3.305    |  0.9883   |  1.775    |  2.063    |  81.66    |  91.44    |
|  116      |  0.9976   |  0.9569   |  6.664    |  0.778    |  1.348    |  4.177    |  28.37    |  46.93    |
|  117      |  0.9976   |  0.7696   |  5.449    |  0.9096   |  1.716    |  1.023    |  30.38    |  45.99    |
|  118      |  0.9972   |  0.5267   |  5.508    |  0.6445   |  4.703    |  0.8788   |  81.27    |  93.58    |
|  119      |  0.9976   |  0.8116   |  4.024    |  0.9296   |  2.385    |  0.1547   |  29.14    |  45.7     |
|  120      |  0.9956   |  0.5856   |  6.423    |  0.4935   |  2.214    |  0.578    |  28.16    |  43.59    |
|  121      |  0.9976   |  0.7289   |  3.837    |  0.9456   |  1.537    |  2.53     |  30.07    |  47.04    |
|  122      |  0.9973   |  0.5229   |  3.276    |  0.7373   |  1.469    |  0.1838   |  84.2     |  92.07    |
|  123      |  0.9974   |  0.7914   |  2.054    |  0.7229   |  2.489    |  1.501    |  33.16    |  45.48    |
|  124      |  0.9976   |  0.6329   |  5.496    |  0.9669   |  2.772    |  5.044    |  30.81    |  47.71    |
|  125      |  0.9973   |  0.8426   |  2.073    |  0.5628   |  1.021    |  3.342    |  81.65    |  96.36    |
|  126      |  0.9973   |  0.4333   |  6.147    |  0.7462   |  2.459    |  1.452    |  33.25    |  45.54    |
|  127      |  0.9972   |  0.6673   |  5.02     |  0.6813   |  3.953    |  1.198    |  79.33    |  96.84    |
|  128      |  0.9973   |  0.5814   |  2.995    |  0.5483   |  2.378    |  2.153    |  31.04    |  48.23    |
|  129      |  0.9976   |  0.6347   |  5.396    |  0.8462   |  0.0922   |  0.5614   |  82.43    |  93.73    |
|  130      |  0.9976   |  0.6155   |  5.034    |  0.8717   |  0.4197   |  1.356    |  31.65    |  47.65    |
|  131      |  0.9956   |  0.4783   |  3.459    |  0.4277   |  0.6966   |  2.284    |  81.01    |  93.51    |
|  132      |  0.9975   |  0.8793   |  2.024    |  0.8857   |  6.761    |  4.952    |  62.46    |  107.9    |
|  133      |  0.9972   |  0.7147   |  2.359    |  0.6395   |  7.746    |  1.198    |  75.21    |  94.5     |
|  134      |  0.9976   |  0.6978   |  5.196    |  0.8976   |  1.465    |  4.911    |  26.72    |  165.4    |
|  135      |  0.9976   |  0.8233   |  5.573    |  0.9335   |  0.4049   |  3.79     |  30.2     |  46.96    |
|  136      |  0.9976   |  0.756    |  5.726    |  0.9073   |  1.823    |  1.052    |  83.35    |  93.82    |
|  137      |  0.9973   |  0.4938   |  6.271    |  0.5195   |  3.963    |  3.124    |  29.63    |  47.47    |
|  138      |  0.9973   |  0.9237   |  3.41     |  0.5458   |  1.557    |  4.654    |  82.06    |  90.86    |
|  139      |  0.9976   |  0.8093   |  4.269    |  0.8645   |  2.03     |  3.202    |  31.5     |  48.08    |
|  140      |  0.9976   |  0.8872   |  2.104    |  0.7898   |  2.018    |  3.421    |  83.96    |  93.08    |
|  141      |  0.9972   |  0.4968   |  2.849    |  0.538    |  1.511    |  4.299    |  84.75    |  93.04    |
|  142      |  0.9976   |  0.7439   |  5.94     |  0.8201   |  0.6872   |  0.06624  |  80.8     |  94.79    |
|  143      |  0.9972   |  0.6823   |  2.76     |  0.5609   |  3.218    |  3.84     |  83.02    |  93.62    |
|  144      |  0.9976   |  0.7182   |  5.923    |  0.8251   |  1.837    |  2.848    |  28.42    |  48.52    |
|  145      |  0.9957   |  0.5987   |  2.498    |  0.4748   |  2.468    |  3.549    |  78.87    |  96.03    |
|  146      |  0.9976   |  0.9342   |  5.837    |  0.801    |  0.2394   |  5.302    |  26.76    |  166.8    |
|  147      |  0.9957   |  0.962    |  4.355    |  0.4277   |  0.5796   |  1.097    |  84.4     |  93.41    |
|  148      |  0.9974   |  0.8201   |  4.614    |  0.6727   |  1.347    |  3.37     |  30.66    |  46.75    |
|  149      |  0.9976   |  0.9817   |  5.388    |  0.926    |  2.532    |  2.768    |  32.38    |  48.51    |
|  150      |  0.9957   |  0.7477   |  3.441    |  0.4223   |  7.341    |  5.483    |  62.17    |  106.9    |
|  151      |  0.9973   |  0.6023   |  2.875    |  0.6193   |  2.37     |  1.313    |  30.35    |  46.03    |
|  152      |  0.9976   |  0.8233   |  5.912    |  0.8797   |  2.115    |  2.603    |  31.46    |  47.89    |
|  153      |  0.9973   |  0.5566   |  5.477    |  0.7171   |  1.116    |  5.565    |  26.45    |  165.8    |
|  154      |  0.9973   |  0.6347   |  2.544    |  0.637    |  1.999    |  0.2433   |  83.33    |  93.3     |
|  155      |  0.9976   |  0.6383   |  4.929    |  0.9395   |  2.825    |  2.413    |  31.76    |  48.56    |
|  156      |  0.9976   |  0.9165   |  4.709    |  0.7875   |  2.488    |  4.27     |  26.7     |  166.0    |
|  157      |  0.9974   |  0.7074   |  4.746    |  0.7453   |  1.262    |  0.3519   |  30.42    |  47.7     |
|  158      |  0.9957   |  0.9016   |  2.832    |  0.4042   |  2.763    |  3.706    |  79.25    |  92.08    |
|  159      |  0.9972   |  0.4224   |  3.363    |  0.6193   |  3.156    |  1.072    |  81.67    |  94.66    |
|  160      |  0.9972   |  0.7624   |  5.165    |  0.6231   |  3.693    |  1.306    |  83.3     |  93.54    |
|  161      |  0.9976   |  0.5836   |  3.985    |  0.7904   |  1.825    |  4.434    |  33.0     |  46.94    |
|  162      |  0.9973   |  0.8933   |  2.487    |  0.6848   |  2.353    |  4.907    |  81.54    |  95.93    |
|  163      |  0.9975   |  0.4927   |  5.373    |  0.819    |  3.043    |  3.785    |  30.42    |  49.07    |
|  164      |  0.9976   |  0.84     |  3.96     |  0.9393   |  0.2906   |  8.571    |  83.61    |  57.02    |
|  165      |  0.9976   |  0.7831   |  5.495    |  0.8033   |  1.709    |  4.212    |  32.46    |  49.16    |
|  166      |  0.9974   |  0.6611   |  3.988    |  0.7025   |  0.8819   |  3.155    |  28.68    |  46.78    |
|  167      |  0.9973   |  0.5513   |  4.652    |  0.6317   |  0.4417   |  4.418    |  29.49    |  46.91    |
|  168      |  0.9957   |  0.7686   |  5.195    |  0.4785   |  0.8579   |  5.457    |  30.4     |  47.77    |
|  169      |  0.9957   |  0.9163   |  5.289    |  0.4427   |  0.9399   |  0.6278   |  81.29    |  93.96    |
|  170      |  0.9976   |  0.5679   |  4.693    |  0.8984   |  2.26     |  1.961    |  30.73    |  45.51    |
|  171      |  0.9975   |  0.8077   |  4.895    |  0.8409   |  8.69     |  2.364    |  70.16    |  34.4     |
|  172      |  0.9975   |  0.6922   |  3.019    |  0.9652   |  7.395    |  0.8818   |  86.69    |  146.2    |
|  173      |  0.9976   |  0.7449   |  2.484    |  0.778    |  2.662    |  1.518    |  29.7     |  47.27    |
|  174      |  0.9971   |  0.5897   |  5.088    |  0.5414   |  7.114    |  9.164    |  67.65    |  100.2    |
|  175      |  0.9975   |  0.9923   |  5.441    |  0.9876   |  4.441    |  8.96     |  80.36    |  121.1    |
|  176      |  0.9972   |  0.6165   |  1.942    |  0.7126   |  1.941    |  5.675    |  63.18    |  154.6    |
|  177      |  0.9974   |  0.5446   |  2.579    |  0.9023   |  9.006    |  5.724    |  71.41    |  173.8    |
|  178      |  0.9956   |  0.7947   |  3.312    |  0.4327   |  0.7911   |  7.483    |  74.81    |  121.9    |
|  179      |  0.9976   |  0.9603   |  6.223    |  0.7642   |  2.325    |  2.852    |  31.99    |  48.43    |
|  180      |  0.9972   |  0.9039   |  2.948    |  0.5518   |  7.299    |  5.769    |  69.1     |  98.75    |
|  181      |  0.9976   |  0.8194   |  5.784    |  0.8176   |  2.273    |  5.801    |  88.2     |  190.3    |
|  182      |  0.9973   |  0.7833   |  2.763    |  0.502    |  1.026    |  1.161    |  81.46    |  93.96    |
|  183      |  0.9958   |  0.7277   |  5.774    |  0.4752   |  8.633    |  2.874    |  95.63    |  132.1    |
|  184      |  0.9972   |  0.4365   |  6.032    |  0.5567   |  2.683    |  0.1705   |  80.38    |  95.96    |
|  185      |  0.9972   |  0.6474   |  2.182    |  0.5341   |  3.816    |  3.553    |  81.79    |  94.21    |
|  186      |  0.9976   |  0.901    |  2.424    |  0.9802   |  0.6671   |  2.414    |  80.24    |  98.72    |
|  187      |  0.9973   |  0.7609   |  4.382    |  0.7005   |  2.118    |  4.76     |  32.38    |  49.43    |
|  188      |  0.9975   |  0.4933   |  1.904    |  0.9803   |  3.159    |  0.9668   |  80.51    |  93.09    |
|  189      |  0.9957   |  0.7815   |  3.741    |  0.4819   |  2.244    |  1.304    |  81.64    |  91.15    |
|  190      |  0.9973   |  0.7941   |  5.01     |  0.6245   |  2.991    |  1.463    |  26.8     |  111.3    |
|  191      |  0.9957   |  0.9717   |  2.471    |  0.4283   |  6.423    |  5.196    |  96.78    |  177.5    |
|  192      |  0.9973   |  0.5163   |  5.39     |  0.5281   |  3.034    |  2.515    |  28.95    |  48.41    |
|  193      |  0.9957   |  0.6578   |  4.156    |  0.4344   |  7.435    |  3.692    |  9.316    |  79.46    |
|  194      |  0.9976   |  0.9753   |  4.204    |  0.7978   |  5.126    |  1.627    |  73.23    |  175.0    |
|  195      |  0.9957   |  0.9059   |  2.932    |  0.4093   |  4.15     |  2.813    |  44.14    |  209.5    |
|  196      |  0.9956   |  0.5355   |  6.966    |  0.443    |  1.653    |  4.707    |  32.68    |  49.13    |
|  197      |  0.9957   |  0.5097   |  3.768    |  0.4657   |  7.604    |  3.539    |  41.26    |  47.09    |
|  198      |  0.9972   |  0.5442   |  5.814    |  0.7436   |  9.32     |  5.98     |  46.41    |  85.98    |
|  199      |  0.9976   |  0.7215   |  5.704    |  0.8687   |  0.373    |  6.395    |  26.11    |  167.0    |
|  200      |  0.9973   |  0.423    |  3.454    |  0.6241   |  1.222    |  0.03297  |  54.73    |  28.91    |
|  201      |  0.9972   |  0.5346   |  3.735    |  0.5534   |  3.363    |  6.936    |  50.4     |  213.9    |
|  202      |  0.9973   |  0.6326   |  4.696    |  0.6259   |  1.547    |  3.609    |  28.51    |  48.57    |
|  203      |  0.9957   |  0.8339   |  6.209    |  0.4401   |  3.453    |  1.433    |  25.88    |  110.0    |
|  204      |  0.9973   |  0.9373   |  2.508    |  0.5063   |  2.64     |  0.1759   |  74.19    |  62.01    |
|  205      |  0.9974   |  0.4715   |  1.882    |  0.7811   |  8.863    |  6.915    |  31.64    |  60.17    |
|  206      |  0.9975   |  0.5541   |  5.935    |  0.8464   |  3.444    |  8.207    |  17.14    |  22.71    |
|  207      |  0.9972   |  0.4296   |  3.981    |  0.6935   |  1.677    |  6.429    |  45.05    |  100.8    |
|  208      |  0.9975   |  0.4034   |  3.833    |  0.9749   |  1.111    |  5.458    |  25.95    |  165.3    |
|  209      |  0.9975   |  0.5435   |  1.379    |  0.8483   |  1.609    |  2.741    |  84.32    |  92.59    |
|  210      |  0.9976   |  0.5766   |  1.987    |  0.7734   |  0.06354  |  8.228    |  6.528    |  249.7    |
|  211      |  0.9975   |  0.564    |  6.991    |  0.9459   |  8.776    |  1.825    |  11.83    |  213.2    |
|  212      |  0.9974   |  0.5748   |  4.991    |  0.9521   |  8.302    |  9.924    |  71.22    |  157.3    |
|  213      |  0.9976   |  0.6718   |  5.61     |  0.8486   |  0.5752   |  4.672    |  49.03    |  45.79    |
|  214      |  0.9975   |  0.5969   |  2.256    |  0.9838   |  8.463    |  8.9      |  32.05    |  22.0     |
|  215      |  0.9976   |  0.6191   |  4.756    |  0.9592   |  2.744    |  0.5747   |  81.5     |  95.27    |
|  216      |  0.9973   |  0.8342   |  2.504    |  0.619    |  2.297    |  4.422    |  83.73    |  92.21    |
|  217      |  0.9975   |  0.4886   |  4.095    |  0.8399   |  3.04     |  1.974    |  30.95    |  47.42    |
|  218      |  0.9972   |  0.5618   |  1.088    |  0.7354   |  7.464    |  3.068    |  76.41    |  68.19    |
|  219      |  0.9973   |  0.8356   |  2.844    |  0.5064   |  1.807    |  3.685    |  81.65    |  95.68    |
|  220      |  0.9957   |  0.6323   |  4.586    |  0.4919   |  4.098    |  4.783    |  56.84    |  195.0    |
|  221      |  0.9957   |  0.9782   |  2.002    |  0.4693   |  0.08596  |  0.4869   |  83.84    |  94.35    |
|  222      |  0.9973   |  0.9894   |  1.358    |  0.6389   |  8.859    |  2.717    |  18.71    |  126.5    |
|  223      |  0.9973   |  0.9961   |  6.374    |  0.7317   |  2.676    |  5.023    |  85.91    |  101.5    |
|  224      |  0.9973   |  0.8118   |  3.263    |  0.7153   |  5.939    |  9.319    |  48.81    |  31.83    |
|  225      |  0.9973   |  0.7046   |  5.843    |  0.6298   |  1.363    |  5.129    |  48.32    |  46.35    |
|  226      |  0.9974   |  0.5732   |  1.524    |  0.9824   |  7.289    |  9.797    |  46.2     |  33.69    |
|  227      |  0.9975   |  0.4904   |  6.339    |  0.9389   |  2.74     |  0.8655   |  75.35    |  24.03    |
|  228      |  0.9975   |  0.6412   |  4.967    |  0.8906   |  9.501    |  3.936    |  59.63    |  207.7    |
|  229      |  0.9973   |  0.7854   |  4.406    |  0.5772   |  2.772    |  3.876    |  26.05    |  167.2    |
|  230      |  0.9976   |  0.6778   |  6.091    |  0.7775   |  2.187    |  2.287    |  27.65    |  46.76    |
|  231      |  0.9976   |  0.6107   |  5.677    |  0.9293   |  0.9963   |  3.0      |  82.81    |  89.92    |
|  232      |  0.9973   |  0.9232   |  3.452    |  0.7256   |  7.098    |  4.696    |  18.95    |  154.8    |
|  233      |  0.9973   |  0.8567   |  2.618    |  0.5652   |  4.326    |  0.8578   |  29.83    |  46.31    |
|  234      |  0.9975   |  0.9722   |  5.095    |  0.7501   |  5.701    |  5.261    |  22.8     |  113.4    |
|  235      |  0.9976   |  0.9911   |  4.034    |  0.7902   |  2.935    |  3.787    |  30.9     |  47.76    |
|  236      |  0.9973   |  0.9255   |  2.074    |  0.6912   |  3.926    |  5.331    |  56.05    |  117.2    |
|  237      |  0.9974   |  0.8016   |  5.744    |  0.5812   |  0.3311   |  5.59     |  25.46    |  166.6    |
|  238      |  0.9957   |  0.7526   |  1.146    |  0.4125   |  7.702    |  8.09     |  83.62    |  140.1    |
|  239      |  0.9974   |  0.7898   |  5.134    |  0.7051   |  1.297    |  2.372    |  30.73    |  47.24    |
|  240      |  0.9975   |  0.5656   |  3.011    |  0.8781   |  0.491    |  8.901    |  5.64     |  249.6    |
|  241      |  0.9974   |  0.9769   |  6.409    |  0.5377   |  1.466    |  2.476    |  27.9     |  49.68    |
|  242      |  0.9976   |  0.5137   |  4.194    |  0.7871   |  1.501    |  1.957    |  31.94    |  48.0     |
