HYPERPARAMETERS OF EACH ITERATION:
|   iter    |  target   | baggin... | baggin... | featur... | lambda_l1 | lambda_l2 | min_ch... | num_le... |
|  41       |  0.9934   |  0.934    |  3.028    |  0.6253   |  0.9398   |  5.783    |  8.415    |  120.3    |
|  42       |  0.9941   |  0.7256   |  2.719    |  0.7545   |  0.305    |  0.3735   |  83.15    |  93.49    |
|  43       |  0.9939   |  0.4762   |  4.133    |  0.862    |  2.158    |  6.229    |  13.11    |  15.13    |
|  44       |  0.9938   |  0.7188   |  4.244    |  0.7825   |  7.261    |  9.759    |  54.05    |  84.03    |
|  45       |  0.9934   |  0.8771   |  2.625    |  0.6634   |  0.7846   |  0.2535   |  96.45    |  214.3    |
|  46       |  0.9933   |  0.8176   |  3.454    |  0.504    |  1.564    |  2.502    |  57.18    |  183.5    |
|  47       |  0.9939   |  0.7961   |  2.68     |  0.9729   |  7.379    |  5.544    |  63.11    |  108.6    |
|  48       |  0.994    |  0.5486   |  3.136    |  0.8547   |  0.1439   |  1.161    |  9.37     |  12.35    |
|  49       |  0.9934   |  0.9133   |  5.222    |  0.6845   |  0.9783   |  4.916    |  49.98    |  45.99    |
|  50       |  0.994    |  0.6603   |  3.391    |  0.7695   |  6.351    |  0.453    |  40.59    |  161.0    |
|  51       |  0.9929   |  0.4562   |  3.368    |  0.6869   |  6.721    |  6.54     |  91.1     |  215.0    |
|  52       |  0.9937   |  0.4386   |  1.654    |  0.9378   |  8.499    |  7.519    |  31.5     |  128.4    |
|  53       |  0.9939   |  0.6554   |  3.045    |  0.9429   |  4.725    |  9.426    |  33.24    |  174.8    |
|  54       |  0.9939   |  0.9991   |  1.307    |  0.8695   |  7.423    |  7.924    |  38.18    |  120.0    |
|  55       |  0.9935   |  0.7336   |  6.422    |  0.7971   |  2.305    |  9.661    |  42.63    |  9.026    |
|  56       |  0.994    |  0.8855   |  2.156    |  0.9105   |  6.51     |  6.631    |  9.864    |  108.4    |
|  57       |  0.9939   |  0.8258   |  4.789    |  0.8811   |  6.739    |  8.448    |  25.48    |  245.8    |
|  58       |  0.9936   |  0.4715   |  6.702    |  0.981    |  9.533    |  9.249    |  27.46    |  109.0    |
|  59       |  0.994    |  0.9858   |  5.199    |  0.9417   |  4.447    |  4.08     |  27.84    |  47.48    |
|  60       |  0.9931   |  0.657    |  2.964    |  0.7105   |  9.814    |  0.1684   |  89.61    |  133.9    |
|  61       |  0.9931   |  0.4039   |  3.898    |  0.5745   |  5.863    |  5.109    |  20.17    |  247.5    |
|  62       |  0.9941   |  0.8666   |  5.286    |  0.7591   |  0.26     |  4.421    |  59.09    |  173.6    |
|  63       |  0.9889   |  0.6024   |  6.795    |  0.4568   |  4.716    |  9.729    |  60.35    |  200.8    |
|  64       |  0.9939   |  0.7695   |  2.554    |  0.9049   |  5.583    |  8.138    |  50.04    |  32.92    |
|  65       |  0.9938   |  0.5231   |  5.007    |  0.8048   |  3.034    |  2.934    |  10.86    |  11.99    |
|  66       |  0.994    |  0.8584   |  2.929    |  0.8459   |  3.889    |  1.406    |  29.92    |  47.54    |
|  67       |  0.9932   |  0.7732   |  2.336    |  0.5759   |  6.568    |  3.929    |  32.1     |  44.49    |
|  68       |  0.989    |  0.4154   |  4.191    |  0.4851   |  2.544    |  2.133    |  34.59    |  47.14    |
|  69       |  0.9934   |  0.7162   |  2.36     |  0.5979   |  3.007    |  2.835    |  27.65    |  47.25    |
|  70       |  0.9941   |  0.4073   |  1.772    |  0.8591   |  0.4467   |  1.585    |  30.91    |  41.44    |
|  71       |  0.9931   |  0.8772   |  2.816    |  0.7092   |  0.1294   |  2.984    |  11.9     |  14.55    |
|  72       |  0.994    |  0.5689   |  2.702    |  0.9963   |  4.558    |  0.7814   |  28.76    |  43.02    |
|  73       |  0.9933   |  0.8035   |  5.816    |  0.6486   |  3.615    |  1.284    |  28.96    |  41.37    |
|  74       |  0.9941   |  0.5613   |  4.274    |  0.9582   |  1.682    |  0.5644   |  28.72    |  43.59    |
|  75       |  0.9895   |  0.7922   |  3.348    |  0.4139   |  3.503    |  0.9997   |  7.225    |  12.97    |
|  76       |  0.9927   |  0.9096   |  5.148    |  0.5976   |  0.884    |  1.805    |  12.39    |  10.37    |
|  77       |  0.994    |  0.4163   |  1.627    |  0.9823   |  1.91     |  3.118    |  29.44    |  43.33    |
|  78       |  0.9933   |  0.5059   |  1.013    |  0.7481   |  2.802    |  4.109    |  29.85    |  39.63    |
|  79       |  0.9939   |  0.5482   |  3.936    |  0.7875   |  6.527    |  1.093    |  26.93    |  45.94    |
|  80       |  0.9935   |  0.7872   |  1.301    |  0.7404   |  0.283    |  0.3812   |  27.43    |  42.72    |
|  81       |  0.994    |  0.7729   |  4.074    |  0.93     |  5.714    |  0.2326   |  27.29    |  48.9     |
|  82       |  0.9934   |  0.6941   |  4.665    |  0.5011   |  0.8215   |  1.877    |  59.18    |  171.0    |
|  83       |  0.994    |  0.6082   |  4.048    |  0.9066   |  2.754    |  0.08785  |  79.84    |  93.07    |
|  84       |  0.994    |  0.5693   |  1.407    |  0.941    |  2.577    |  0.6917   |  81.54    |  97.07    |
|  85       |  0.9932   |  0.9001   |  5.583    |  0.6563   |  4.663    |  3.18     |  82.22    |  95.4     |
|  86       |  0.9938   |  0.6911   |  6.133    |  0.7779   |  4.154    |  4.404    |  14.7     |  12.9     |
|  87       |  0.9893   |  0.4814   |  2.549    |  0.4875   |  2.161    |  0.3298   |  77.73    |  96.82    |
|  88       |  0.9933   |  0.8022   |  3.638    |  0.7075   |  4.32     |  0.06009  |  81.76    |  90.32    |
|  89       |  0.9942   |  0.6902   |  4.271    |  0.9717   |  0.07227  |  0.0807   |  32.52    |  41.31    |
|  90       |  0.9939   |  0.5561   |  6.079    |  0.9185   |  5.463    |  3.529    |  24.63    |  47.65    |
|  91       |  0.9933   |  0.9519   |  2.428    |  0.6366   |  4.055    |  0.6084   |  84.57    |  95.51    |
|  92       |  0.9932   |  0.617    |  5.678    |  0.5179   |  5.439    |  0.1182   |  28.96    |  46.99    |
|  93       |  0.9891   |  0.4948   |  1.302    |  0.4546   |  1.903    |  0.662    |  34.06    |  40.48    |
|  94       |  0.9893   |  0.5504   |  5.712    |  0.4411   |  0.2834   |  0.03525  |  32.44    |  43.38    |
|  95       |  0.9934   |  0.9226   |  2.59     |  0.5067   |  4.137    |  0.09386  |  28.11    |  44.46    |
|  96       |  0.9933   |  0.4513   |  1.134    |  0.7264   |  2.408    |  1.637    |  29.94    |  44.09    |
|  97       |  0.9934   |  0.7765   |  3.126    |  0.5812   |  3.281    |  1.415    |  30.09    |  43.32    |
|  98       |  0.9933   |  0.887    |  3.476    |  0.7106   |  6.63     |  1.551    |  25.83    |  49.65    |
|  99       |  0.989    |  0.412    |  3.311    |  0.4001   |  5.165    |  3.159    |  28.08    |  47.0     |
|  100      |  0.994    |  0.5888   |  4.472    |  0.9685   |  2.351    |  0.8583   |  32.55    |  42.45    |
|  101      |  0.9941   |  0.553    |  4.986    |  0.8245   |  1.139    |  1.603    |  28.2     |  43.75    |
|  102      |  0.9891   |  0.4846   |  2.259    |  0.4342   |  0.9126   |  1.205    |  28.36    |  43.27    |
|  103      |  0.9941   |  0.9291   |  2.04     |  0.8186   |  3.601    |  0.6146   |  28.41    |  45.15    |
|  104      |  0.9891   |  0.794    |  1.777    |  0.4829   |  6.456    |  3.975    |  32.8     |  45.22    |
|  105      |  0.9939   |  0.5182   |  2.996    |  0.9697   |  5.022    |  8.566    |  31.86    |  174.8    |
|  106      |  0.9938   |  0.4608   |  5.702    |  0.8533   |  6.817    |  2.121    |  52.81    |  238.2    |
|  107      |  0.994    |  0.8468   |  4.508    |  0.9472   |  5.777    |  6.101    |  51.2     |  233.8    |
|  108      |  0.9932   |  0.6462   |  1.674    |  0.7071   |  5.141    |  2.185    |  90.7     |  96.06    |
|  109      |  0.9892   |  0.8305   |  2.007    |  0.4237   |  2.006    |  0.02438  |  81.89    |  97.91    |
|  110      |  0.9903   |  0.9837   |  5.048    |  0.6299   |  3.005    |  3.895    |  6.931    |  5.415    |
|  111      |  0.9939   |  0.665    |  6.025    |  0.9629   |  7.167    |  1.768    |  53.42    |  238.1    |
|  112      |  0.9936   |  0.5122   |  1.726    |  0.8878   |  7.087    |  9.554    |  85.89    |  195.0    |
|  113      |  0.9938   |  0.9784   |  1.153    |  0.9481   |  8.788    |  8.887    |  87.31    |  175.8    |
|  114      |  0.9938   |  0.4062   |  5.001    |  0.9936   |  3.381    |  4.996    |  73.12    |  26.18    |
|  115      |  0.989    |  0.9249   |  5.15     |  0.4258   |  2.094    |  3.228    |  80.84    |  149.8    |
|  116      |  0.9938   |  0.629    |  5.839    |  0.7866   |  5.153    |  4.509    |  14.97    |  13.89    |
|  117      |  0.9933   |  0.9567   |  2.942    |  0.6861   |  0.3042   |  4.523    |  94.95    |  168.6    |
|  118      |  0.9934   |  0.6469   |  6.803    |  0.5573   |  1.31     |  0.02854  |  94.64    |  137.7    |
|  119      |  0.9938   |  0.5358   |  2.231    |  0.7777   |  8.105    |  6.856    |  38.58    |  120.0    |
|  120      |  0.9931   |  0.5403   |  2.925    |  0.6064   |  2.965    |  8.402    |  62.69    |  213.6    |
|  121      |  0.9932   |  0.9141   |  4.156    |  0.5631   |  5.155    |  8.744    |  32.77    |  173.6    |
|  122      |  0.9937   |  0.49     |  3.792    |  0.9001   |  6.747    |  5.225    |  72.41    |  131.0    |
|  123      |  0.9931   |  0.5195   |  4.878    |  0.5427   |  7.439    |  9.805    |  25.41    |  246.2    |
|  124      |  0.9933   |  0.4743   |  3.279    |  0.595    |  0.4878   |  4.009    |  54.24    |  250.7    |
|  125      |  0.994    |  0.9538   |  4.483    |  0.8931   |  5.608    |  0.2478   |  28.26    |  49.12    |
|  126      |  0.9933   |  0.8333   |  6.04     |  0.5009   |  3.48     |  7.512    |  27.36    |  84.53    |
|  127      |  0.9931   |  0.6732   |  4.325    |  0.5484   |  9.155    |  1.589    |  78.92    |  73.85    |
|  128      |  0.9936   |  0.4735   |  4.455    |  0.8095   |  7.649    |  5.764    |  71.35    |  203.4    |
|  129      |  0.9941   |  0.4717   |  2.434    |  0.787    |  0.7991   |  0.08031  |  31.39    |  41.33    |
|  130      |  0.994    |  0.8748   |  4.653    |  0.8206   |  1.04     |  4.209    |  88.73    |  191.0    |
|  131      |  0.9939   |  0.4139   |  5.043    |  0.829    |  3.11     |  7.227    |  27.45    |  85.51    |
|  132      |  0.9939   |  0.8793   |  2.024    |  0.8857   |  6.761    |  4.952    |  62.46    |  107.9    |
|  133      |  0.9939   |  0.6627   |  5.3      |  0.827    |  5.018    |  5.733    |  51.28    |  233.6    |
|  134      |  0.994    |  0.6729   |  6.358    |  0.9162   |  4.566    |  4.012    |  25.65    |  47.87    |
|  135      |  0.994    |  0.4966   |  4.699    |  0.8426   |  1.785    |  7.94     |  26.49    |  85.72    |
|  136      |  0.994    |  0.5002   |  4.691    |  0.8007   |  2.623    |  1.394    |  28.64    |  44.37    |
|  137      |  0.994    |  0.7267   |  5.382    |  0.8662   |  4.914    |  0.6721   |  26.29    |  49.1     |
|  138      |  0.9934   |  0.7486   |  4.656    |  0.5873   |  2.311    |  1.205    |  31.45    |  40.72    |
|  139      |  0.9933   |  0.5809   |  1.311    |  0.7085   |  2.649    |  4.52     |  29.24    |  44.08    |
|  140      |  0.993    |  0.4466   |  1.885    |  0.7285   |  6.9      |  7.948    |  37.77    |  118.8    |
|  141      |  0.9933   |  0.9138   |  3.352    |  0.7069   |  5.208    |  0.2196   |  40.89    |  162.1    |
|  142      |  0.9938   |  0.4569   |  2.503    |  0.7772   |  5.595    |  9.935    |  31.75    |  174.0    |
|  143      |  0.9933   |  0.8049   |  3.953    |  0.5364   |  6.12     |  1.054    |  27.24    |  50.01    |
|  144      |  0.989    |  0.5328   |  6.568    |  0.4777   |  5.576    |  2.58     |  27.12    |  48.2     |
|  145      |  0.994    |  0.8561   |  3.598    |  0.9385   |  1.542    |  8.127    |  27.22    |  85.29    |
|  146      |  0.9931   |  0.6653   |  1.922    |  0.6965   |  6.739    |  5.039    |  63.74    |  108.0    |
|  147      |  0.9934   |  0.9275   |  5.213    |  0.5591   |  0.9621   |  7.04     |  26.3     |  84.56    |
|  148      |  0.994    |  0.9546   |  5.737    |  0.8705   |  3.429    |  5.537    |  13.78    |  14.01    |
|  149      |  0.994    |  0.9513   |  5.817    |  0.7784   |  3.763    |  4.308    |  13.79    |  14.94    |
|  150      |  0.9931   |  0.7175   |  5.355    |  0.7128   |  3.225    |  5.827    |  15.15    |  14.98    |
|  151      |  0.994    |  0.5374   |  2.48     |  0.9232   |  1.94     |  0.7675   |  96.01    |  247.0    |
|  152      |  0.9933   |  0.6992   |  4.77     |  0.6666   |  3.533    |  1.017    |  27.54    |  49.16    |
|  153      |  0.9933   |  0.5566   |  5.477    |  0.7171   |  1.116    |  5.565    |  26.45    |  165.8    |
|  154      |  0.989    |  0.5868   |  2.171    |  0.4797   |  3.957    |  2.023    |  29.24    |  44.15    |
|  155      |  0.9938   |  0.6293   |  2.577    |  0.9791   |  7.013    |  4.926    |  62.36    |  110.0    |
|  156      |  0.9934   |  0.8442   |  1.637    |  0.736    |  2.493    |  1.403    |  29.03    |  47.89    |
|  157      |  0.9938   |  0.6227   |  2.451    |  0.9878   |  5.324    |  8.634    |  50.17    |  31.33    |
|  158      |  0.994    |  0.9702   |  4.183    |  0.7964   |  4.182    |  6.138    |  51.12    |  234.1    |
|  159      |  0.9931   |  0.7117   |  6.197    |  0.6163   |  5.245    |  5.897    |  14.33    |  14.31    |
|  160      |  0.9931   |  0.9673   |  1.253    |  0.5771   |  7.307    |  4.09     |  62.83    |  109.6    |
|  161      |  0.9894   |  0.7955   |  6.407    |  0.4698   |  3.8      |  3.702    |  14.46    |  14.62    |
|  162      |  0.9938   |  0.5928   |  4.425    |  0.8537   |  7.971    |  0.13     |  98.66    |  111.2    |
|  163      |  0.9933   |  0.8084   |  4.917    |  0.5061   |  3.325    |  5.598    |  37.61    |  149.4    |
|  164      |  0.993    |  0.6177   |  5.115    |  0.715    |  7.242    |  6.833    |  97.59    |  134.8    |
|  165      |  0.9941   |  0.8761   |  3.047    |  0.8589   |  1.138    |  2.692    |  45.98    |  92.12    |
|  166      |  0.9932   |  0.8528   |  4.225    |  0.707    |  3.647    |  7.675    |  72.01    |  108.1    |
|  167      |  0.994    |  0.781    |  5.89     |  0.7706   |  1.256    |  9.072    |  35.31    |  48.85    |
|  168      |  0.9931   |  0.4809   |  4.36     |  0.6922   |  5.133    |  4.765    |  47.65    |  161.4    |
|  169      |  0.9931   |  0.4356   |  4.31     |  0.5066   |  1.129    |  3.064    |  98.93    |  28.54    |
|  170      |  0.9931   |  0.6123   |  3.161    |  0.7472   |  5.691    |  9.961    |  30.76    |  173.6    |
|  171      |  0.9939   |  0.8077   |  4.895    |  0.8409   |  8.69     |  2.364    |  70.16    |  34.4     |
|  172      |  0.9939   |  0.6922   |  3.019    |  0.9652   |  7.395    |  0.8818   |  86.69    |  146.2    |
|  173      |  0.9941   |  0.7449   |  2.484    |  0.778    |  2.662    |  1.518    |  29.7     |  47.27    |
|  174      |  0.993    |  0.5897   |  5.088    |  0.5414   |  7.114    |  9.164    |  67.65    |  100.2    |
|  175      |  0.9939   |  0.9923   |  5.441    |  0.9876   |  4.441    |  8.96     |  80.36    |  121.1    |
|  176      |  0.9932   |  0.6165   |  1.942    |  0.7126   |  1.941    |  5.675    |  63.18    |  154.6    |
|  177      |  0.9937   |  0.5446   |  2.579    |  0.9023   |  9.006    |  5.724    |  71.41    |  173.8    |
|  178      |  0.989    |  0.7947   |  3.312    |  0.4327   |  0.7911   |  7.483    |  74.81    |  121.9    |
|  179      |  0.9939   |  0.5291   |  5.429    |  0.8804   |  6.815    |  5.217    |  8.085    |  82.78    |
|  180      |  0.9931   |  0.9039   |  2.948    |  0.5518   |  7.299    |  5.769    |  69.1     |  98.75    |
|  181      |  0.994    |  0.8194   |  5.784    |  0.8176   |  2.273    |  5.801    |  88.2     |  190.3    |
|  182      |  0.9938   |  0.6648   |  1.756    |  0.9366   |  6.794    |  5.0      |  61.72    |  110.2    |
|  183      |  0.9891   |  0.7277   |  5.774    |  0.4752   |  8.633    |  2.874    |  95.63    |  132.1    |
|  184      |  0.9933   |  0.7766   |  5.393    |  0.5518   |  1.227    |  9.245    |  46.8     |  115.5    |
|  185      |  0.9939   |  0.6347   |  6.487    |  0.8014   |  7.548    |  1.17     |  26.75    |  114.3    |
|  186      |  0.9941   |  0.9779   |  6.7      |  0.9512   |  2.596    |  0.2328   |  39.06    |  186.2    |
|  187      |  0.9931   |  0.732    |  4.411    |  0.7244   |  6.719    |  6.602    |  51.4     |  235.1    |
|  188      |  0.9933   |  0.7522   |  6.565    |  0.5453   |  1.988    |  5.001    |  61.73    |  131.5    |
|  189      |  0.9932   |  0.7591   |  3.479    |  0.683    |  7.658    |  3.874    |  27.87    |  168.1    |
|  190      |  0.9932   |  0.4083   |  2.863    |  0.7236   |  1.804    |  7.361    |  26.71    |  85.62    |
|  191      |  0.9891   |  0.9717   |  2.471    |  0.4283   |  6.423    |  5.196    |  96.78    |  177.5    |
|  192      |  0.994    |  0.9737   |  4.965    |  0.807    |  5.006    |  0.0759   |  27.28    |  49.28    |
|  193      |  0.9939   |  0.6045   |  5.59     |  0.9158   |  7.426    |  6.293    |  13.54    |  95.27    |
|  194      |  0.9933   |  0.7899   |  4.162    |  0.5047   |  4.165    |  0.7658   |  28.7     |  48.87    |
|  195      |  0.9941   |  0.932    |  2.534    |  0.8864   |  3.392    |  0.7041   |  29.1     |  46.62    |
|  196      |  0.9941   |  0.9081   |  4.988    |  0.9128   |  1.436    |  0.9131   |  28.56    |  44.69    |
|  197      |  0.9891   |  0.9586   |  4.564    |  0.4066   |  2.424    |  1.542    |  27.61    |  43.89    |
|  198      |  0.993    |  0.5442   |  5.814    |  0.7436   |  9.32     |  5.98     |  46.41    |  85.98    |
|  199      |  0.9889   |  0.6011   |  3.195    |  0.4459   |  1.361    |  7.715    |  26.68    |  84.32    |
|  200      |  0.9933   |  0.423    |  3.454    |  0.6241   |  1.222    |  0.03297  |  54.73    |  28.91    |
|  201      |  0.9932   |  0.5346   |  3.735    |  0.5534   |  3.363    |  6.936    |  50.4     |  213.9    |
|  202      |  0.989    |  0.8152   |  1.951    |  0.4387   |  6.562    |  9.071    |  51.18    |  31.82    |
|  203      |  0.989    |  0.8339   |  6.209    |  0.4401   |  3.453    |  1.433    |  25.88    |  110.0    |
|  204      |  0.9934   |  0.9373   |  2.508    |  0.5063   |  2.64     |  0.1759   |  74.19    |  62.01    |
|  205      |  0.9937   |  0.4715   |  1.882    |  0.7811   |  8.863    |  6.915    |  31.64    |  60.17    |
|  206      |  0.9939   |  0.5541   |  5.935    |  0.8464   |  3.444    |  8.207    |  17.14    |  22.71    |
|  207      |  0.9932   |  0.4296   |  3.981    |  0.6935   |  1.677    |  6.429    |  45.05    |  100.8    |
|  208      |  0.994    |  0.4034   |  3.833    |  0.9749   |  1.111    |  5.458    |  25.95    |  165.3    |
|  209      |  0.9939   |  0.4579   |  3.713    |  0.8391   |  2.356    |  8.102    |  27.42    |  85.09    |
|  210      |  0.9941   |  0.5766   |  1.987    |  0.7734   |  0.06354  |  8.228    |  6.528    |  249.7    |
|  211      |  0.9939   |  0.564    |  6.991    |  0.9459   |  8.776    |  1.825    |  11.83    |  213.2    |
|  212      |  0.9937   |  0.5748   |  4.991    |  0.9521   |  8.302    |  9.924    |  71.22    |  157.3    |
|  213      |  0.9939   |  0.7473   |  5.068    |  0.9028   |  5.097    |  6.177    |  52.39    |  234.8    |
|  214      |  0.9938   |  0.5969   |  2.256    |  0.9838   |  8.463    |  8.9      |  32.05    |  22.0     |
|  215      |  0.9931   |  0.8628   |  6.2      |  0.6976   |  2.811    |  5.596    |  13.28    |  15.24    |
|  216      |  0.9934   |  0.797    |  2.027    |  0.6912   |  2.467    |  3.136    |  29.53    |  44.08    |
|  217      |  0.989    |  0.5327   |  2.652    |  0.4617   |  4.968    |  8.395    |  49.66    |  31.05    |
|  218      |  0.993    |  0.5618   |  1.088    |  0.7354   |  7.464    |  3.068    |  76.41    |  68.19    |
|  219      |  0.9932   |  0.8548   |  4.242    |  0.6487   |  6.692    |  1.169    |  35.41    |  221.2    |
|  220      |  0.989    |  0.6323   |  4.586    |  0.4919   |  4.098    |  4.783    |  56.84    |  195.0    |
|  221      |  0.993    |  0.4626   |  2.391    |  0.5676   |  8.708    |  2.147    |  69.92    |  50.59    |
|  222      |  0.9941   |  0.7292   |  5.205    |  0.968    |  0.7533   |  1.654    |  97.27    |  56.03    |
|  223      |  0.9933   |  0.9961   |  6.374    |  0.7317   |  2.676    |  5.023    |  85.91    |  101.5    |
|  224      |  0.9931   |  0.7946   |  3.166    |  0.5537   |  9.83     |  7.21     |  56.03    |  251.9    |
|  225      |  0.9931   |  0.5695   |  3.237    |  0.6509   |  6.953    |  0.6088   |  98.06    |  39.59    |
|  226      |  0.9938   |  0.5732   |  1.524    |  0.9824   |  7.289    |  9.797    |  46.2     |  33.69    |
|  227      |  0.9939   |  0.4904   |  6.339    |  0.9389   |  2.74     |  0.8655   |  75.35    |  24.03    |
|  228      |  0.9938   |  0.6412   |  4.967    |  0.8906   |  9.501    |  3.936    |  59.63    |  207.7    |
|  229      |  0.994    |  0.6821   |  1.038    |  0.7585   |  4.306    |  6.356    |  25.05    |  137.7    |
|  230      |  0.9891   |  0.6282   |  6.158    |  0.4194   |  7.917    |  0.5111   |  97.36    |  154.7    |
|  231      |  0.994    |  0.6107   |  5.677    |  0.9293   |  0.9963   |  3.0      |  82.81    |  89.92    |
|  232      |  0.9932   |  0.9232   |  3.452    |  0.7256   |  7.098    |  4.696    |  18.95    |  154.8    |
|  233      |  0.9933   |  0.9214   |  3.41     |  0.6372   |  3.885    |  5.407    |  82.76    |  173.9    |
|  234      |  0.994    |  0.9398   |  6.963    |  0.9017   |  6.066    |  5.236    |  39.3     |  67.11    |
|  235      |  0.994    |  0.927    |  3.255    |  0.9187   |  3.59     |  8.979    |  6.453    |  240.1    |
|  236      |  0.9933   |  0.9255   |  2.074    |  0.6912   |  3.926    |  5.331    |  56.05    |  117.2    |
|  237      |  0.9938   |  0.5315   |  3.953    |  0.7699   |  7.361    |  6.606    |  31.74    |  199.1    |
|  238      |  0.989    |  0.7526   |  1.146    |  0.4125   |  7.702    |  8.09     |  83.62    |  140.1    |
|  239      |  0.9931   |  0.4388   |  2.483    |  0.9942   |  0.2828   |  1.72     |  55.64    |  6.422    |
|  240      |  0.9891   |  0.909    |  5.689    |  0.4566   |  5.685    |  2.211    |  56.27    |  230.4    |
|  241      |  0.994    |  0.9307   |  5.784    |  0.8867   |  4.858    |  4.589    |  37.98    |  182.3    |
|  242      |  0.9939   |  0.6282   |  4.163    |  0.7538   |  7.74     |  1.862    |  12.35    |  236.9    |
|  243      |  0.9915   |  0.5996   |  5.98     |  0.8591   |  1.12     |  9.21     |  13.99    |  4.089    |
